Complete Genetic Evolution Log
COUNT, GHOST_PROXIMITY_THRESHOLD, HOSTILE_GHOSTS_THRESHOLD, CHASE_THRESHOLD, MIN_DISTANCE, MIN_CLOSE_GHOSTS, GHOSTS_MAX_DISTANCE, AWARENESS_THRESHOLD, Fitness, Best Score, Worst Score 
GENERATION: 0
 58,   22,   2,  67,  67,   2,  26, 109,  19710.666,   38320,    6090
 59,   30,   3,  65,  67,   2,  25, 109,  20443.334,   40750,    6590
 60,   27,   4,  61,  71,   2,  24, 130,  18376.000,   33400,    2730
 61,   25,   2,  80,  65,   0,  24, 109,  21572.000,   47120,    5150
 62,   27,   2,  80,  65,   0,  24, 130,  21707.000,   56280,    4600
 63,   25,   2,  80,  65,   0,  24, 130,  22670.666,   45910,    7640
 64,   41,   3,  36,  65,   0,  27, 109,  19941.666,   34560,    5190
 65,   22,   2,  36,  65,   1,  27, 109,  22111.334,   48960,    6020
 66,   22,   2,  36,  65,   1,  27, 109,  19608.334,   44320,    4660
 67,   22,   2,  36,  65,   0,  27, 109,  19835.334,   36350,    5180
 68,   41,   3,  36,  65,   1,  26,  99,  21325.666,   32630,    8490
 69,   25,   2,  67,  67,   2,  28, 104,  20554.666,   36670,    7990
 70,   25,   2,  36,  65,   1,  26,  99,  22147.000,   45850,    7060
 71,   41,   3,  36,  65,   1,  28, 104,  24719.334,   47020,    9070
 72,   47,   4,  70,  65,   0,  21, 109,  19425.334,   36670,    5280
 73,   25,   2,  80,  67,   2,  26,  99,  22862.666,   60370,    5670
 74,   47,   4,  70,  65,   2,  26, 109,  21936.000,   44550,    5230
 75,   47,   2,  80,  65,   0,  21, 109,  16774.666,   40080,    6230
 76,   30,   2,  36,  65,   1,  27, 109,  22862.000,   63910,    5570
 77,   47,   4,  70,  63,   2,  22, 104,  18039.666,   50960,    3330
 78,   30,   2,  70,  63,   2,  27, 109,  21293.666,   50240,    5720
 79,   47,   4,  70,  63,   2,  22, 109,  21427.000,   48920,    6440
 80,   22,   2,  70,  65,   1,  29, 189,  19307.000,   41310,    7080
 81,   31,   3,  80,  67,   1,  28,  99,  22290.000,   63010,    7130
 82,   22,   2,  70,  65,   1,  28,  99,  17299.334,   30780,    5060
 83,   22,   2,  80,  67,   1,  29, 189,  23510.666,   49260,   10620
 84,   44,   3,  69,  67,   2,  26, 104,  20567.666,   42230,    3930
 85,   28,   2,  82,  65,   1,  25, 109,  23092.666,   45200,    5160
 86,   28,   2,  82,  65,   2,  26, 104,  20566.000,   38860,    4690
 87,   28,   2,  82,  65,   2,  26, 104,  24857.666,   46110,   12990
 88,   28,   3,  78,  67,   0,  26, 109,  21672.334,   42100,    3660
 89,   47,   3,  65,  65,   0,  26, 109,  23225.334,   50540,    7520
 90,   28,   3,  78,  67,   0,  26, 109,  21114.334,   48390,    6250
 91,   28,   3,  78,  67,   0,  26, 109,  25345.334,   52670,    8540
 92,   25,   2,  82,  67,   0,  29, 104,  25447.334,   49290,    7570
 93,   28,   2,  82,  63,   0,  28,  99,  20046.666,   44420,    7670
 94,   25,   2,  82,  63,   0,  28,  99,  22018.666,   43190,    6200
 95,   28,   2,  82,  63,   0,  29, 104,  18580.666,   28330,    2970
 96,   33,   3,  76,  71,   2,  24, 104,  23739.000,   56290,    4670
 97,   28,   3,  80,  65,   1,  28, 109,  19255.666,   35080,    8540
 98,   33,   3,  80,  65,   2,  24, 104,  20122.000,   60660,    5340
 99,   28,   3,  76,  71,   2,  24, 104,  23390.334,   67870,    7170
GENERATION: 32 Statistics:
Avg. fitness: 20962.45
Worst fitness: 11739.333 Worst_Best: 20640.0 Worst_Worst: 5030.0
Best fitness: 25989.0 Best_Best: 49000.0 Best_Worst: 8120.0

  0,   41,   3,  80,  65,   1,  18,  99,  21352.666,   56670,    5300
  1,   28,   2,  80,  67,   0,  31, 104,  17793.334,   30520,    6230
  2,   41,   3,  80,  65,   0,  31,  99,  20980.666,   34600,    4440
  3,   41,   3,  80,  65,   1,  31, 104,  21935.334,   39980,    2830
  4,   28,   3,  78,  65,   0,  26, 109,  23258.666,   46880,    5630
  5,   28,   1,  82,  65,   2,  26, 104,  19627.666,   31530,    5360
  6,   28,   1,  82,  65,   2,  26, 109,  20305.000,   38970,    5410
  7,   28,   1,  82,  65,   0,  26, 109,  18035.000,   33580,    4770
  8,   25,   2,  80,  65,   0,  25, 109,  20872.000,   46750,    3620
  9,   41,   3,  36,  65,   1,  28, 104,  21710.334,   36450,    6150
 10,   25,   2,  80,  65,   1,  28, 104,  20879.000,   55780,    6040
 11,   41,   3,  36,  65,   0,  25, 109,  21775.666,   36510,    7150
 12,   41,   3,  65,  67,   1,  29, 104,  21323.000,   44110,    7710
 13,   38,   3,  67,  65,   0,  27, 104,  20040.666,   49620,    4930
 14,   41,   3,  65,  65,   0,  29, 104,  22037.334,   55270,    8940
 15,   38,   3,  65,  67,   1,  29, 104,  21255.000,   49740,    4850
 16,   19,   2,  68,  65,   0,  20, 109,  20835.666,   35690,    7300
 17,   44,   3,  69,  65,   0,  24, 189,  19452.000,   46770,    7520
 18,   44,   3,  69,  65,   0,  20, 109,  18021.666,   39080,    2720
 19,   44,   3,  69,  65,   0,  20, 109,  19274.666,   42480,    7920
 20,   19,   2,  80,  73,   1,  29, 184,  20289.000,   56500,    4150
 21,   33,   3,  76,  71,   2,  24, 104,  23072.334,   45770,    7820
 22,   19,   2,  76,  71,   2,  24, 104,  22284.666,   46190,    4790
 23,   19,   2,  80,  71,   2,  29, 184,  24606.000,   90300,    3560
 24,   31,   3,  36,  67,   0,  26, 109,  20007.666,   40350,    4980
 25,   22,   2,  80,  67,   1,  29, 189,  17901.000,   29360,    7900
 26,   22,   2,  80,  67,   1,  26, 109,  20940.000,   44870,    6850
 27,   22,   2,  80,  67,   0,  26, 109,  22826.666,   42080,    5840
 28,   28,   3,  76,  71,   2,  24, 104,  20508.000,   52450,    6770
 29,   34,   3,  67,  65,   1,  20, 104,  20204.334,   37640,    2430
 30,   28,   3,  67,  65,   1,  20, 104,  18969.000,   44150,    3820
 31,   34,   3,  67,  65,   1,  20, 104,  21864.334,   41130,    5180
 32,   47,   3,  65,  65,   0,  26, 109,  18505.000,   35800,    5700
 33,   28,   2,  82,  65,   1,  25, 109,  23123.334,   49530,    8620
 34,   47,   3,  65,  65,   1,  26, 109,  17588.666,   45470,    4420
 35,   47,   3,  65,  65,   1,  25, 109,  19123.334,   48380,    5350
 36,   25,   2,  80,  65,   2,  26,  99,  21235.334,   49220,    6310
 37,   30,   2,  34,  65,   1,  27, 109,  22711.666,   50210,    4210
 38,   30,   2,  80,  65,   2,  26,  99,  20035.334,   42380,    5860
 39,   25,   2,  80,  65,   1,  27,  99,  24617.666,   46240,    6360
 40,   50,   4,  69,  65,   2,  22,  99,  22245.334,   46880,    2500
 41,   41,   3,  76,  67,   0,  26, 104,  22780.334,   46950,    4610
 42,   50,   4,  76,  67,   0,  26, 104,  19074.000,   34230,    4990
 43,   50,   4,  76,  67,   0,  26,  99,  22462.666,   48570,    4720
 44,   28,   2,  80,  65,   0,  24, 130,  21247.334,   51710,    6670
 45,   25,   2,  69,  67,   1,  26, 179,  20975.334,   48780,    9010
 46,   25,   2,  80,  65,   0,  24, 130,  22543.000,   37070,    3380
 47,   25,   2,  80,  65,   0,  24, 130,  23381.666,   48620,    5370
 48,   28,   3,  61,  69,   1,  28, 104,  24743.000,   46480,    5630
 49,   31,   3,  80,  67,   1,  28, 104,  21963.666,   41310,    7610
 50,   31,   3,  80,  69,   1,  28, 104,  21032.000,   44450,    6040
 51,   28,   3,  61,  69,   1,  28, 104,  22601.334,   51550,    6390
 52,   28,   3,  36,  67,   0,  26, 130,  21573.666,   51900,    3910
 53,   19,   2,  80,  65,   0,  21, 114,  20613.000,   40380,    5150
 54,   28,   2,  80,  65,   0,  21, 130,  22356.666,   37530,    7940
 55,   19,   2,  80,  65,   0,  26, 130,  19035.666,   55660,    6090
 56,   41,   4,  67,  69,   0,  27, 109,  20876.000,   38930,    4130
 57,   22,   2,  36,  65,   1,  26,  99,  22704.666,   47070,    6430
 58,   41,   4,  36,  65,   0,  27, 109,  20514.334,   55210,    6120
 59,   41,   4,  36,  65,   1,  26, 109,  21075.666,   35100,    6500
 60,   28,   3,  69,  65,   2,  22, 104,  19854.000,   50450,    5440
 61,   25,   2,  34,  65,   2,  27, 109,  20428.000,   42450,    4150
 62,   28,   2,  34,  65,   2,  27, 109,  23240.666,   47140,    6720
 63,   28,   2,  34,  65,   2,  22, 104,  18637.666,   37270,    5800
 64,   25,   2,  82,  63,   1,  30,  99,  23108.334,   47380,    5010
 65,   22,   1,  67,  63,   2,  26, 109,  20122.666,   60720,    4710
 66,   22,   1,  67,  63,   2,  26, 109,  17155.334,   32170,    3940
 67,   25,   1,  67,  63,   2,  26, 109,  19879.000,   35140,    5830
 68,   31,   3,  80,  65,   1,  29, 104,  22519.666,   42720,    6120
 69,   47,   4,  70,  65,   2,  26, 109,  21674.666,   39780,    5640
 70,   31,   3,  70,  65,   2,  26, 109,  20063.334,   46650,    6990
 71,   47,   4,  80,  65,   1,  29, 104,  20108.334,   44000,    7870
 72,   28,   2,  61,  71,   3,  24, 130,  19129.334,   34680,    4920
 73,   22,   2,  69,  67,   1,  28, 104,  20270.000,   45060,    5030
 74,   28,   2,  61,  71,   3,  28, 104,  20884.666,   40620,    7520
 75,   22,   2,  69,  71,   3,  24, 130,  19862.000,   38450,    5830
 76,   34,   3,  65,  65,   2,  28, 130,  22400.000,   62460,    6000
 77,   19,   3,  68,  63,   1,  23, 109,  18841.000,   43740,    2250
 78,   34,   3,  65,  63,   1,  23, 109,  18284.334,   33330,    3790
 79,   34,   3,  65,  65,   2,  23, 109,  23959.334,   49790,    4140
 80,   27,   2,  80,  65,   0,  24, 130,  22585.666,   40580,    7680
 81,   31,   3,  78,  67,   0,  26, 109,  21824.000,   42100,    5980
 82,   31,   3,  78,  65,   0,  24, 130,  22416.000,   37550,    6970
 83,   27,   3,  78,  67,   0,  26, 130,  23262.000,   57010,    4040
 84,   25,   2,  80,  65,   0,  24, 109,  22694.000,   49960,    8770
 85,   47,   4,  70,  63,   2,  22, 109,  23926.000,   81880,    4660
 86,   47,   4,  70,  63,   0,  24, 109,  23494.666,   40850,    5510
 87,   25,   2,  80,  63,   2,  22, 109,  19208.334,   35980,    6330
 88,   34,   3,  59,  69,   0,  28,  94,  20112.666,   52330,    3810
 89,   41,   3,  36,  65,   1,  28,  99,  17562.666,   33660,    7120
 90,   34,   3,  59,  69,   1,  28,  99,  23889.666,   46030,    8770
 91,   41,   3,  36,  65,   0,  28,  94,  21760.334,   38790,    5240
 92,   30,   2,  70,  65,   2,  27, 109,  20626.000,   36750,    7180
 93,   22,   1,  67,  65,   0,  20, 109,  19204.334,   33370,    3210
 94,   30,   2,  70,  65,   0,  27, 109,  20561.000,   40210,    7660
 95,   30,   1,  67,  65,   0,  20, 109,  15198.667,   31020,    3950
 96,   28,   3,  76,  67,   1,  26, 109,  20930.000,   34110,    5170
 97,   22,   1,  67,  65,   0,  23, 109,  19095.666,   44880,    5540
 98,   28,   1,  67,  67,   1,  26, 109,  20254.334,   51750,    5150
 99,   22,   1,  76,  67,   1,  26, 109,  17914.334,   36270,    7460
GENERATION: 33 Statistics:
Avg. fitness: 20919.207
Worst fitness: 15198.667 Worst_Best: 31020.0 Worst_Worst: 3950.0
Best fitness: 24743.0 Best_Best: 46480.0 Best_Worst: 5630.0

  0,   28,   3,  61,  67,   1,  30, 104,  21294.334,   35410,    6720
  1,   25,   2,  80,  65,   1,  27,  94,  19275.334,   37850,    7070
  2,   28,   2,  80,  65,   1,  27,  94,  20267.334,   39330,    7820
  3,   28,   2,  80,  67,   1,  30, 104,  22010.334,   48560,    7200
  4,   19,   2,  80,  71,   2,  29, 184,  21332.334,   46830,    4890
  5,   34,   4,  69,  65,   2,  23, 109,  23065.666,   45030,    4220
  6,   34,   4,  69,  65,   2,  29, 184,  22582.000,   78150,    3560
  7,   19,   4,  69,  65,   2,  23, 109,  19290.666,   40540,    7920
  8,   47,   4,  70,  63,   2,  22, 109,  20732.666,   49150,    6680
  9,   34,   3,  59,  69,   1,  28,  99,  23766.000,   43420,    9120
 10,   47,   3,  59,  63,   2,  22, 109,  20889.666,   53050,    4920
 11,   34,   3,  59,  69,   1,  28, 109,  23787.334,   40850,    8570
 12,   47,   4,  70,  63,   0,  24, 109,  18531.666,   50680,    3960
 13,   25,   2,  80,  65,   0,  24, 130,  23746.334,   48270,    6740
 14,   47,   4,  80,  65,   0,  24, 109,  20989.666,   32400,    4780
 15,   47,   4,  80,  65,   0,  24, 109,  19835.000,   34480,    4500
 16,   24,   3,  78,  67,   0,  26, 130,  19048.666,   48970,    5550
 17,   28,   4,  76,  65,   1,  26, 109,  19503.334,   39300,    6360
 18,   24,   3,  76,  65,   0,  26, 130,  23698.666,   43580,    6190
 19,   24,   3,  78,  67,   1,  26, 109,  22178.000,   42620,    7780
 20,   28,   2,  34,  65,   1,  27, 109,  21179.334,   41340,    5020
 21,   28,   3,  82,  63,   2,  25, 109,  22271.000,   39200,    6180
 22,   28,   2,  82,  63,   2,  27, 109,  22677.334,   47660,    4280
 23,   28,   2,  82,  63,   2,  25, 109,  20956.334,   36940,    6330
 24,   25,   2,  82,  63,   1,  30,  99,  23355.666,   43380,    8680
 25,   33,   4,  76,  71,   2,  24, 104,  21907.334,   41870,    7840
 26,   33,   4,  82,  63,   1,  30,  99,  20848.666,   47490,    3980
 27,   33,   4,  82,  63,   1,  30,  99,  17656.666,   49550,    4540
 28,   22,   2,  80,  67,   0,  26, 109,  18426.666,   48060,    3590
 29,   41,   3,  74,  67,   0,  26, 104,  23226.666,   49930,    7060
 30,   41,   3,  74,  67,   0,  26, 109,  20109.666,   37820,    4700
 31,   22,   2,  74,  67,   0,  26, 109,  21037.000,   47200,    5820
 32,   30,   2,  34,  65,   1,  27, 109,  20101.334,   38540,    4530
 33,   25,   2,  36,  67,   1,  26,  99,  20172.000,   38900,    6260
 34,   30,   2,  36,  67,   1,  26,  99,  21242.666,   51840,    5420
 35,   30,   2,  34,  65,   1,  26, 109,  19762.334,   33610,    7640
 36,   25,   2,  78,  65,   0,  24, 109,  21553.666,   38550,    7990
 37,   28,   3,  61,  69,   1,  28, 104,  21224.334,   40840,    2860
 38,   28,   3,  78,  65,   0,  24, 109,  22217.000,   45990,    3350
 39,   25,   2,  61,  69,   0,  24, 109,  21512.666,   52500,    6100
 40,   27,   2,  80,  65,   0,  24, 130,  19482.666,   44410,    6060
 41,   25,   2,  80,  65,   0,  24, 130,  22057.666,   40520,    5690
 42,   27,   2,  80,  65,   0,  24, 130,  24281.000,   45160,   15070
 43,   25,   2,  80,  65,   0,  24, 130,  21301.666,   45530,    5080
 44,   31,   2,  78,  65,   0,  29, 104,  19090.000,   36830,    6160
 45,   47,   4,  76,  67,   0,  26,  99,  21379.666,   46750,    5420
 46,   31,   2,  78,  67,   0,  29, 104,  19074.000,   35180,    6740
 47,   47,   4,  76,  67,   0,  29, 104,  23801.666,   49550,    5750
 48,   28,   2,  76,  65,   0,  24, 130,  21201.334,   38410,    7380
 49,   34,   3,  65,  65,   2,  28, 130,  19528.666,   33580,    8660
 50,   28,   2,  76,  65,   2,  28, 130,  22634.000,   36640,   10670
 51,   28,   2,  65,  65,   2,  28, 130,  21895.000,   35410,    4770
 52,   28,   2,  80,  65,   0,  21, 130,  23152.666,   47580,    4970
 53,   19,   2,  78,  71,   2,  24, 104,  22315.666,   36270,    7140
 54,   28,   2,  80,  65,   2,  24, 130,  22656.334,   61850,    5880
 55,   28,   2,  78,  71,   2,  24, 104,  23927.666,   45760,    8040
 56,   53,   4,  67,  65,   2,  24,  99,  24687.334,   77630,    7580
 57,   41,   3,  65,  65,   0,  29, 104,  21850.334,   42820,    7580
 58,   53,   3,  65,  65,   0,  24,  99,  19264.666,   35140,    5120
 59,   53,   4,  67,  65,   0,  29, 104,  19900.334,   40970,    5890
 60,   31,   2,  80,  67,   1,  28, 104,  20861.666,   41390,    6960
 61,   44,   3,  80,  65,   2,  29, 104,  20727.666,   39310,    6570
 62,   31,   2,  80,  65,   2,  28, 104,  20617.334,   49080,    6440
 63,   31,   2,  80,  67,   1,  29, 104,  20549.666,   37390,    4110
 64,   34,   4,  67,  65,   0,  20, 104,  20334.666,   50620,    4440
 65,   31,   3,  78,  67,   0,  28, 109,  23636.666,   49410,    7920
 66,   34,   4,  67,  65,   0,  28, 104,  21290.666,   42020,    4440
 67,   31,   3,  78,  67,   0,  20, 104,  21891.000,   57750,    7140
 68,   41,   3,  36,  65,   0,  25, 109,  24223.666,   58620,    6330
 69,   41,   3,  36,  65,   0,  28,  94,  16620.000,   32320,    5580
 70,   41,   3,  36,  65,   0,  28, 109,  20434.334,   58200,    7860
 71,   41,   3,  36,  65,   0,  28, 109,  21241.000,   43670,    7480
 72,   41,   3,  36,  67,   1,  28, 104,  20899.666,   48940,    6250
 73,   47,   4,  70,  65,   2,  26, 109,  24780.000,   56780,    6950
 74,   41,   4,  70,  67,   1,  28, 104,  20492.000,   38430,    4380
 75,   41,   4,  70,  65,   2,  28, 104,  22721.000,   51080,    9860
 76,   25,   3,  36,  67,   0,  26, 130,  21687.000,   49150,    3940
 77,   38,   4,  80,  65,   1,  18,  99,  21644.666,   51950,    5810
 78,   25,   3,  80,  65,   0,  26, 130,  21651.000,   45100,    3440
 79,   25,   3,  36,  67,   1,  18,  99,  18621.334,   45930,    3900
 80,   41,   3,  65,  67,   1,  29, 104,  19347.666,   38850,    5070
 81,   38,   3,  65,  67,   1,  29, 104,  20389.000,   41720,    5260
 82,   38,   3,  65,  67,   1,  29, 104,  22555.666,   55150,    6230
 83,   41,   3,  65,  67,   1,  29, 104,  22723.666,   56650,    7480
 84,   28,   2,  80,  65,   0,  24, 130,  22320.666,   48090,    2320
 85,   25,   2,  80,  65,   2,  26,  99,  22902.666,   43650,    6740
 86,   28,   2,  80,  65,   0,  24, 130,  21549.334,   43580,    8840
 87,   28,   2,  80,  65,   2,  24, 130,  19339.000,   58950,    4920
 88,   38,   4,  36,  65,   1,  24, 109,  20807.666,   55360,    4360
 89,   31,   2,  80,  69,   2,  28, 104,  20663.334,   63520,    6620
 90,   38,   4,  80,  69,   2,  28, 109,  20231.666,   44350,    7160
 91,   38,   2,  80,  69,   2,  28, 109,  16944.000,   38250,    5420
 92,   41,   3,  80,  65,   0,  31,  99,  20597.000,   45430,    5490
 93,   25,   2,  67,  67,   0,  26, 184,  25121.666,   48110,    8420
 94,   41,   3,  80,  65,   0,  26, 184,  19590.334,   35530,    6300
 95,   25,   2,  67,  67,   0,  26, 184,  20292.334,   44690,    6660
 96,   22,   2,  80,  67,   1,  26, 109,  20430.000,   39830,    8030
 97,   28,   3,  76,  67,   1,  26, 109,  25490.666,   56280,    5440
 98,   22,   3,  76,  67,   1,  26, 109,  20550.334,   37760,    6430
 99,   28,   3,  76,  67,   1,  26, 109,  21930.000,   40400,    5590
GENERATION: 34 Statistics:
Avg. fitness: 21294.47
Worst fitness: 16620.0 Worst_Best: 32320.0 Worst_Worst: 5580.0
Best fitness: 25490.666 Best_Best: 56280.0 Best_Worst: 5440.0

  0,   28,   3,  76,  67,   1,  26, 109,  20702.334,   55620,    4840
  1,   25,   2,  67,  67,   0,  26, 184,  17972.334,   33550,    6890
  2,   25,   2,  67,  67,   0,  26, 109,  22096.000,   65430,    6680
  3,   28,   2,  67,  67,   0,  26, 109,  21577.000,   38720,    3560
  4,   47,   4,  70,  65,   2,  26, 109,  19324.666,   38940,    4600
  5,   53,   0,  67,  65,   2,  22,  94,  10762.333,   26620,    3190
  6,   47,   0,  67,  65,   2,  26, 109,  12681.000,   30410,    5710
  7,   47,   4,  70,  65,   2,  22, 109,  21037.000,   37410,    3340
  8,   27,   2,  80,  65,   0,  24, 130,  17903.666,   40420,    6960
  9,   41,   3,  36,  63,   0,  25, 109,  20213.666,   46830,    3090
 10,   27,   2,  80,  65,   0,  25, 130,  20885.334,   44800,    5410
 11,   41,   3,  36,  63,   0,  24, 130,  20712.000,   45530,    4090
 12,   28,   2,  78,  71,   2,  24, 104,  19591.666,   34080,    5190
 13,   44,   4,  76,  67,   0,  29, 104,  22067.334,   38940,    5370
 14,   28,   4,  76,  67,   0,  29, 104,  21903.666,   44980,    6900
 15,   28,   2,  76,  67,   0,  24, 104,  23496.666,   41330,    9520
 16,   34,   3,  59,  69,   1,  28, 109,  22353.000,   62380,    3650
 17,   34,   2,  59,  69,   1,  28,  99,  23582.666,   43710,    8510
 18,   34,   3,  59,  69,   1,  28,  99,  20654.000,   48210,    7980
 19,   34,   2,  59,  69,   1,  28, 109,  22161.000,   53110,    9730
 20,   28,   2,  80,  63,   0,  24, 125,  20310.666,   38600,    5320
 21,   24,   3,  76,  65,   0,  26, 130,  23877.000,   48100,    6450
